Food_ID,Food_Name,Alias,Category,Meal_Type,Serving_Size,Calories_kcal,Protein_g,Carbs_g,Fat_g,Fiber_g,Sugar_g,Sodium_mg,Veg_NonVeg,Health_Rating,WeightLoss,MuscleGain,WeightGain,HealthyLifestyle
162,Semolina (Rava),Semolina (Rava),Grains,Breakfast,100g,360,12.0,73.0,1.0,3.9,0.0,1,Veg,B,Moderate,Moderate,Moderate,Yes
163,Flattened Rice (Poha Raw),Flattened Rice (Poha Raw),Grains,Breakfast,100g,350,7.0,77.0,1.0,2.0,0.0,9,Veg,B,Moderate,Moderate,Moderate,Yes
164,Rolled Oats,Rolled Oats,Grains,Breakfast,100g,389,17.0,66.0,7.0,10.0,1.0,2,Veg,A,Yes,Yes,Moderate,Yes
165,Corn Flakes,Corn Flakes,Cereal,Breakfast,30g,110,2.0,25.0,0.5,1.0,2.0,180,Veg,C,Moderate,No,Moderate,Moderate
166,Muesli,Muesli,Cereal,Breakfast,50g,190,6.0,32.0,4.0,5.0,8.0,45,Veg,A,Yes,No,Moderate,Yes
167,Granola,Granola,Cereal,Breakfast,50g,230,5.0,32.0,8.0,4.0,10.0,60,Veg,B,Moderate,No,Yes,Moderate
168,Curd,Curd,Dairy,Breakfast,100g,61,3.5,4.7,3.3,0.0,4.7,46,Veg,A,Yes,No,Moderate,Yes
169,Greek Yogurt,Greek Yogurt,Dairy,Breakfast,100g,97,10.0,4.0,5.0,0.0,4.0,36,Veg,A,Yes,Yes,Moderate,Yes
170,Paneer,Paneer,Dairy,Breakfast,100g,265,18.0,1.2,20.0,0.0,1.0,22,Veg,A,Moderate,Yes,Yes,Yes
171,Tofu,Tofu,Protein,Breakfast,100g,76,8.0,2.0,4.8,0.5,0.3,7,Veg,A,Yes,Yes,Moderate,Yes
172,Almonds,Almonds,Dry Fruits,Breakfast,30g,174,6.4,6.5,15.0,3.5,1.2,1,Veg,A,Yes,Yes,Yes,Yes
173,Cashews,Cashews,Dry Fruits,Breakfast,30g,166,5.5,9.0,13.0,1.0,2.0,4,Veg,B,Moderate,No,Yes,Moderate
174,Walnuts,Walnuts,Dry Fruits,Breakfast,30g,196,4.5,4.0,20.0,2.0,0.7,1,Veg,A,Yes,Yes,Yes,Yes
175,Pistachios,Pistachios,Dry Fruits,Breakfast,30g,170,6.0,8.0,13.0,3.0,2.0,2,Veg,A,Yes,Yes,Yes,Yes
176,Raisins,Raisins,Dry Fruits,Breakfast,30g,90,1.0,24.0,0.2,1.0,20.0,3,Veg,B,Moderate,No,Moderate,Moderate
177,Dates,Dates,Dry Fruits,Breakfast,30g,84,0.8,22.0,0.1,2.0,18.0,1,Veg,B,Moderate,No,Moderate,Moderate
178,Flax Seeds,Flax Seeds,Seeds,Breakfast,20g,107,3.6,6.0,8.5,5.5,0.3,6,Veg,A,Yes,Yes,Moderate,Yes
179,Chia Seeds,Chia Seeds,Seeds,Breakfast,20g,97,3.4,8.0,6.0,7.0,0.0,2,Veg,A,Yes,Yes,Moderate,Yes
180,Pumpkin Seeds,Pumpkin Seeds,Seeds,Breakfast,20g,112,6.0,3.0,9.0,1.5,0.3,2,Veg,A,Yes,Yes,Moderate,Yes
181,Sunflower Seeds,Sunflower Seeds,Seeds,Breakfast,20g,117,4.0,4.0,10.0,2.0,0.5,1,Veg,A,Yes,No,Moderate,Yes
182,Mosambi Juice,Mosambi Juice,Drink,Breakfast,250ml,110,1.0,26.0,0.0,0.5,22.0,5,Veg,B,Moderate,No,Moderate,Moderate
183,Orange Juice,Orange Juice,Drink,Breakfast,250ml,112,2.0,25.0,0.5,0.5,21.0,2,Veg,B,Moderate,No,Moderate,Moderate
184,Apple Juice,Apple Juice,Drink,Breakfast,250ml,118,0.3,28.0,0.2,0.2,24.0,5,Veg,C,Moderate,No,Moderate,Moderate
185,Sugarcane Juice,Sugarcane Juice,Drink,Breakfast,250ml,180,0.5,45.0,0.0,0.0,44.0,20,Veg,D,No,No,Moderate,No
186,Coconut Water,Coconut Water,Drink,Breakfast,250ml,46,2.0,9.0,0.5,2.5,6.0,250,Veg,A,Yes,No,Moderate,Yes
187,Black Pepper,Black Pepper,Condiment,Breakfast,5g,13,0.5,3.0,0.2,1.5,0.0,1,Veg,A,Yes,No,Moderate,Yes
188,Rock Salt,Rock Salt,Condiment,Breakfast,5g,0,0.0,0.0,0.0,0.0,0.0,1900,Veg,C,Moderate,No,Moderate,Moderate
189,Table Salt,Table Salt,Condiment,Breakfast,5g,0,0.0,0.0,0.0,0.0,0.0,1935,Veg,C,Moderate,No,Moderate,Moderate
190,Sugar,Sugar,Condiment,Breakfast,10g,40,0.0,10.0,0.0,0.0,10.0,0,Veg,E,No,No,Moderate,No
191,Jaggery,Jaggery,Sweetener,Breakfast,20g,76,0.1,19.0,0.0,0.0,18.0,12,Veg,C,Moderate,No,Moderate,Moderate
192,Stevia,Stevia,Sweetener,Breakfast,2g,0,0.0,0.0,0.0,0.0,0.0,0,Veg,A,Yes,Yes,Moderate,Yes
193,Cucumber,Cucumber,Vegetable,Breakfast,100g,15,0.7,3.6,0.1,0.5,1.7,2,Veg,A,Yes,No,Moderate,Yes
194,Tomato,Tomato,Vegetable,Breakfast,100g,18,0.9,3.9,0.2,1.2,2.6,5,Veg,A,Yes,No,Moderate,Yes
195,Onion,Onion,Vegetable,Breakfast,100g,40,1.1,9.3,0.1,1.7,4.2,4,Veg,A,Yes,No,Moderate,Yes
196,Capsicum,Capsicum,Vegetable,Breakfast,100g,31,1.0,6.0,0.3,2.1,4.2,4,Veg,A,Yes,No,Moderate,Yes
197,Carrot,Carrot,Vegetable,Breakfast,100g,41,0.9,10.0,0.2,2.8,4.7,69,Veg,A,Yes,No,Moderate,Yes
198,Green Peas,Green Peas,Vegetable,Breakfast,100g,81,5.4,14.0,0.4,5.0,5.7,5,Veg,A,Yes,Yes,Moderate,Yes
199,Sweet Corn,Sweet Corn,Vegetable,Breakfast,100g,96,3.4,21.0,1.5,2.4,4.5,15,Veg,B,Moderate,No,Moderate,Yes
200,Spinach,Spinach,Vegetable,Breakfast,100g,23,2.9,3.6,0.4,2.2,0.4,79,Veg,A,Yes,Yes,Moderate,Yes
201,Aloo Sabzi,Aloo Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (200g),180,3.0,28.0,7.0,4.0,3.0,420,Veg,B,Moderate,No,Moderate,Yes
202,Aloo Gobi,Aloo Gobi,Sabzi,"Lunch,Dinner",1 Bowl (200g),165,4.0,22.0,7.0,5.0,4.0,390,Veg,A,Yes,No,Moderate,Yes
203,Aloo Matar,Aloo Matar,Sabzi,"Lunch,Dinner",1 Bowl (200g),190,6.0,25.0,8.0,6.0,5.0,430,Veg,B,Moderate,No,Moderate,Yes
204,Aloo Beans,Aloo Beans,Sabzi,"Lunch,Dinner",1 Bowl (200g),170,5.0,23.0,7.0,5.0,4.0,400,Veg,A,Yes,No,Moderate,Yes
205,Jeera Aloo,Jeera Aloo,Sabzi,"Lunch,Dinner",1 Bowl (180g),210,3.0,27.0,10.0,3.0,2.0,450,Veg,C,Moderate,No,Yes,Moderate
206,Bhindi Sabzi,Bhindi Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),140,3.0,14.0,8.0,5.0,3.0,340,Veg,A,Yes,No,Moderate,Yes
207,Bhindi Masala,Bhindi Masala,Sabzi,"Lunch,Dinner",1 Bowl (200g),180,4.0,18.0,10.0,5.0,4.0,420,Veg,B,Moderate,No,Moderate,Yes
208,Baingan Bharta,Baingan Bharta,Sabzi,"Lunch,Dinner",1 Bowl (200g),150,4.0,15.0,8.0,6.0,5.0,360,Veg,A,Yes,No,Moderate,Yes
209,Baingan Aloo,Baingan Aloo,Sabzi,"Lunch,Dinner",1 Bowl (200g),180,4.0,20.0,9.0,5.0,4.0,390,Veg,B,Moderate,No,Moderate,Yes
210,Lauki Sabzi,Lauki Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (200g),90,2.0,12.0,4.0,3.0,4.0,220,Veg,A,Yes,No,Moderate,Yes
211,Lauki Chana,Lauki Chana,Sabzi,"Lunch,Dinner",1 Bowl (220g),160,8.0,18.0,6.0,7.0,4.0,310,Veg,A,Yes,Yes,Moderate,Yes
212,Tinda Sabzi,Tinda Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (200g),95,2.0,11.0,4.0,3.0,3.0,210,Veg,A,Yes,No,Moderate,Yes
213,Torai Sabzi,Torai Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (200g),85,2.0,10.0,3.0,3.0,3.0,200,Veg,A,Yes,No,Moderate,Yes
214,Karela Sabzi,Karela Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),80,3.0,10.0,3.0,4.0,2.0,180,Veg,A,Yes,No,Moderate,Yes
215,Parwal Sabzi,Parwal Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),120,3.0,15.0,5.0,4.0,3.0,250,Veg,A,Yes,No,Moderate,Yes
216,Gobhi Sabzi,Gobhi Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),110,4.0,14.0,5.0,5.0,3.0,240,Veg,A,Yes,No,Moderate,Yes
217,Band Gobhi,Band Gobhi,Sabzi,"Lunch,Dinner",1 Bowl (180g),95,3.0,11.0,4.0,4.0,3.0,200,Veg,A,Yes,No,Moderate,Yes
218,Matar Paneer,Matar Paneer,Sabzi,"Lunch,Dinner",1 Bowl (220g),310,15.0,18.0,20.0,5.0,5.0,540,Veg,B,Moderate,Yes,Yes,Moderate
219,Palak Paneer,Palak Paneer,Sabzi,"Lunch,Dinner",1 Bowl (220g),280,18.0,12.0,18.0,4.0,3.0,480,Veg,A,Yes,Yes,Yes,Yes
220,Shahi Paneer,Shahi Paneer,Sabzi,"Lunch,Dinner",1 Bowl (220g),420,15.0,16.0,34.0,3.0,5.0,620,Veg,D,No,Moderate,Yes,Moderate
221,Kadai Paneer,Kadai Paneer,Sabzi,"Lunch,Dinner",1 Bowl (220g),340,17.0,16.0,24.0,4.0,4.0,560,Veg,B,Moderate,Yes,Yes,Moderate
222,Paneer Butter Masala,Paneer Butter Masala,Sabzi,"Lunch,Dinner",1 Bowl (220g),390,16.0,18.0,30.0,3.0,5.0,610,Veg,C,Moderate,Yes,Yes,Moderate
223,Malai Kofta,Malai Kofta,Sabzi,"Lunch,Dinner",1 Bowl (220g),420,12.0,24.0,30.0,4.0,5.0,650,Veg,D,No,Moderate,Yes,Moderate
224,Mix Veg,Mix Veg,Sabzi,"Lunch,Dinner",1 Bowl (200g),150,5.0,18.0,6.0,5.0,4.0,300,Veg,A,Yes,No,Moderate,Yes
225,Veg Jalfrezi,Veg Jalfrezi,Sabzi,"Lunch,Dinner",1 Bowl (200g),165,5.0,20.0,7.0,5.0,4.0,330,Veg,A,Yes,No,Moderate,Yes
226,Sev Tamatar,Sev Tamatar,Sabzi,"Lunch,Dinner",1 Bowl (200g),260,6.0,20.0,17.0,3.0,5.0,520,Veg,C,Moderate,No,Yes,Moderate
227,Tamatar Sabzi,Tamatar Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),120,2.0,10.0,8.0,2.0,5.0,250,Veg,A,Yes,No,Moderate,Yes
228,Chole,Chole,Sabzi,"Lunch,Dinner",1 Bowl (220g),270,13.0,35.0,8.0,10.0,6.0,520,Veg,A,Yes,Yes,Moderate,Yes
229,Kala Chana,Kala Chana,Sabzi,"Lunch,Dinner",1 Bowl (220g),240,12.0,34.0,6.0,11.0,5.0,410,Veg,A,Yes,Yes,Moderate,Yes
230,Rajma,Rajma,Sabzi,"Lunch,Dinner",1 Bowl (220g),255,13.0,36.0,5.0,11.0,4.0,420,Veg,A,Yes,Yes,Moderate,Yes
231,Safed Chana,Safed Chana,Sabzi,"Lunch,Dinner",1 Bowl (220g),245,12.0,35.0,5.0,10.0,4.0,400,Veg,A,Yes,Yes,Moderate,Yes
232,Soyabean Curry,Soyabean Curry,Sabzi,"Lunch,Dinner",1 Bowl (220g),230,20.0,18.0,8.0,6.0,3.0,410,Veg,A,Yes,Yes,Moderate,Yes
233,Mushroom Masala,Mushroom Masala,Sabzi,"Lunch,Dinner",1 Bowl (200g),180,8.0,12.0,10.0,3.0,3.0,360,Veg,A,Yes,No,Moderate,Yes
234,Mushroom Do Pyaza,Mushroom Do Pyaza,Sabzi,"Lunch,Dinner",1 Bowl (200g),190,8.0,13.0,11.0,3.0,3.0,370,Veg,A,Yes,No,Moderate,Yes
235,Palak Sabzi,Palak Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),90,4.0,8.0,4.0,4.0,2.0,180,Veg,A,Yes,No,Moderate,Yes
236,Methi Sabzi,Methi Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),95,4.0,9.0,4.0,4.0,2.0,190,Veg,A,Yes,No,Moderate,Yes
237,Sarson Ka Saag,Sarson Ka Saag,Sabzi,"Lunch,Dinner",1 Bowl (220g),170,6.0,14.0,9.0,5.0,3.0,280,Veg,A,Yes,No,Moderate,Yes
238,Drumstick Curry,Drumstick Curry,Sabzi,"Lunch,Dinner",1 Bowl (200g),130,4.0,16.0,5.0,5.0,3.0,260,Veg,A,Yes,No,Moderate,Yes
239,Kathal Sabzi,Kathal Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (220g),190,5.0,28.0,7.0,5.0,4.0,330,Veg,B,Moderate,No,Moderate,Yes
240,Arbi Sabzi,Arbi Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (200g),210,3.0,32.0,8.0,5.0,3.0,360,Veg,C,Moderate,No,Yes,Moderate
241,Gawar Sabzi,Gawar Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),100,3.0,12.0,4.0,5.0,3.0,220,Veg,A,Yes,No,Moderate,Yes
242,Shimla Mirch Sabzi,Shimla Mirch Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),95,3.0,10.0,4.0,4.0,3.0,200,Veg,A,Yes,No,Moderate,Yes
243,Capsicum Aloo,Capsicum Aloo,Sabzi,"Lunch,Dinner",1 Bowl (200g),185,4.0,22.0,8.0,4.0,3.0,350,Veg,B,Moderate,No,Moderate,Yes
244,Corn Masala,Corn Masala,Sabzi,"Lunch,Dinner",1 Bowl (200g),220,6.0,30.0,8.0,4.0,6.0,320,Veg,B,Moderate,No,Moderate,Yes
245,Palak Corn,Palak Corn,Sabzi,"Lunch,Dinner",1 Bowl (200g),210,8.0,20.0,10.0,5.0,4.0,330,Veg,A,Yes,No,Moderate,Yes
246,Paneer Bhurji,Paneer Bhurji,Sabzi,"Lunch,Dinner",1 Bowl (200g),300,20.0,8.0,20.0,2.0,3.0,480,Veg,A,Yes,Yes,Yes,Yes
247,Stuffed Capsicum,Stuffed Capsicum,Sabzi,"Lunch,Dinner",1 Bowl (220g),240,8.0,22.0,12.0,5.0,4.0,410,Veg,B,Moderate,No,Moderate,Yes
248,Aloo Baingan,Aloo Baingan,Sabzi,"Lunch,Dinner",1 Bowl (200g),185,4.0,23.0,8.0,5.0,4.0,360,Veg,B,Moderate,No,Moderate,Yes
249,Palak Aloo,Palak Aloo,Sabzi,"Lunch,Dinner",1 Bowl (200g),165,5.0,18.0,8.0,5.0,3.0,310,Veg,A,Yes,No,Moderate,Yes
250,Methi Aloo,Methi Aloo,Sabzi,"Lunch,Dinner",1 Bowl (200g),180,5.0,22.0,8.0,5.0,3.0,340,Veg,B,Moderate,No,Moderate,Yes
251,Dum Aloo,Dum Aloo,Sabzi,"Lunch,Dinner",1 Bowl (220g),260,5.0,28.0,14.0,4.0,4.0,430,Veg,C,Moderate,No,Yes,Moderate
252,Aloo Tamatar,Aloo Tamatar,Sabzi,"Lunch,Dinner",1 Bowl (200g),175,4.0,24.0,7.0,4.0,4.0,360,Veg,B,Moderate,No,Moderate,Yes
253,Bharwa Bhindi,Bharwa Bhindi,Sabzi,"Lunch,Dinner",1 Bowl (200g),185,5.0,16.0,11.0,6.0,3.0,390,Veg,A,Yes,No,Moderate,Yes
254,Bharwa Baingan,Bharwa Baingan,Sabzi,"Lunch,Dinner",1 Bowl (200g),195,5.0,18.0,12.0,6.0,3.0,410,Veg,B,Moderate,No,Moderate,Yes
255,Kaddu Sabzi,Kaddu Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (200g),105,2.0,18.0,3.0,4.0,6.0,180,Veg,A,Yes,No,Moderate,Yes
256,Kaddu Chana,Kaddu Chana,Sabzi,"Lunch,Dinner",1 Bowl (220g),180,8.0,24.0,6.0,7.0,5.0,280,Veg,A,Yes,Yes,Moderate,Yes
257,Gajar Matar,Gajar Matar,Sabzi,"Lunch,Dinner",1 Bowl (200g),145,5.0,18.0,5.0,6.0,5.0,220,Veg,A,Yes,No,Moderate,Yes
258,Gajar Beans,Gajar Beans,Sabzi,"Lunch,Dinner",1 Bowl (200g),140,4.0,17.0,5.0,5.0,4.0,210,Veg,A,Yes,No,Moderate,Yes
259,Beans Sabzi,Beans Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),110,3.0,14.0,4.0,5.0,3.0,200,Veg,A,Yes,No,Moderate,Yes
260,Beans Aloo,Beans Aloo,Sabzi,"Lunch,Dinner",1 Bowl (200g),180,4.0,22.0,8.0,5.0,3.0,330,Veg,B,Moderate,No,Moderate,Yes
261,Beetroot Sabzi,Beetroot Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),120,3.0,18.0,4.0,4.0,6.0,190,Veg,A,Yes,No,Moderate,Yes
262,Beetroot Poriyal,Beetroot Poriyal,Sabzi,"Lunch,Dinner",1 Bowl (180g),135,3.0,17.0,6.0,4.0,5.0,220,Veg,A,Yes,No,Moderate,Yes
263,Broccoli Sabzi,Broccoli Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),95,5.0,10.0,4.0,4.0,2.0,180,Veg,A,Yes,Yes,Moderate,Yes
264,Broccoli Mushroom,Broccoli Mushroom,Sabzi,"Lunch,Dinner",1 Bowl (200g),140,7.0,12.0,7.0,4.0,2.0,220,Veg,A,Yes,Yes,Moderate,Yes
265,Paneer Do Pyaza,Paneer Do Pyaza,Sabzi,"Lunch,Dinner",1 Bowl (220g),340,18.0,18.0,23.0,3.0,4.0,520,Veg,B,Moderate,Yes,Yes,Moderate
266,Paneer Lababdar,Paneer Lababdar,Sabzi,"Lunch,Dinner",1 Bowl (220g),385,17.0,20.0,28.0,3.0,5.0,610,Veg,C,Moderate,Yes,Yes,Moderate
267,Paneer Tikka Masala,Paneer Tikka Masala,Sabzi,"Lunch,Dinner",1 Bowl (220g),360,22.0,15.0,24.0,3.0,4.0,540,Veg,B,Moderate,Yes,Yes,Moderate
268,Achari Paneer,Achari Paneer,Sabzi,"Lunch,Dinner",1 Bowl (220g),330,18.0,14.0,22.0,3.0,3.0,560,Veg,B,Moderate,Yes,Yes,Moderate
269,Paneer Korma,Paneer Korma,Sabzi,"Lunch,Dinner",1 Bowl (220g),390,16.0,18.0,30.0,3.0,5.0,600,Veg,C,Moderate,Yes,Yes,Moderate
270,Veg Korma,Veg Korma,Sabzi,"Lunch,Dinner",1 Bowl (220g),260,7.0,20.0,16.0,5.0,5.0,410,Veg,B,Moderate,No,Moderate,Yes
271,Navratan Korma,Navratan Korma,Sabzi,"Lunch,Dinner",1 Bowl (220g),310,8.0,24.0,18.0,5.0,7.0,430,Veg,C,Moderate,Moderate,Yes,Moderate
272,Veg Kolhapuri,Veg Kolhapuri,Sabzi,"Lunch,Dinner",1 Bowl (220g),250,7.0,22.0,15.0,5.0,4.0,460,Veg,B,Moderate,No,Moderate,Yes
273,Kofta Curry,Kofta Curry,Sabzi,"Lunch,Dinner",1 Bowl (220g),340,10.0,26.0,22.0,4.0,5.0,520,Veg,C,Moderate,Moderate,Yes,Moderate
274,Lauki Kofta,Lauki Kofta,Sabzi,"Lunch,Dinner",1 Bowl (220g),280,9.0,22.0,17.0,5.0,4.0,450,Veg,B,Moderate,No,Moderate,Yes
275,Methi Malai Matar,Methi Malai Matar,Sabzi,"Lunch,Dinner",1 Bowl (220g),320,10.0,18.0,22.0,5.0,4.0,480,Veg,C,Moderate,Moderate,Yes,Moderate
276,Palak Mushroom,Palak Mushroom,Sabzi,"Lunch,Dinner",1 Bowl (200g),170,9.0,10.0,10.0,4.0,2.0,250,Veg,A,Yes,Yes,Moderate,Yes
277,Mushroom Matar,Mushroom Matar,Sabzi,"Lunch,Dinner",1 Bowl (200g),190,9.0,16.0,10.0,5.0,3.0,280,Veg,A,Yes,Yes,Moderate,Yes
278,Kaju Curry,Kaju Curry,Sabzi,"Lunch,Dinner",1 Bowl (200g),390,9.0,18.0,32.0,2.0,4.0,350,Veg,D,No,Moderate,Yes,Moderate
279,Chana Masala,Chana Masala,Sabzi,"Lunch,Dinner",1 Bowl (220g),260,13.0,34.0,8.0,10.0,5.0,480,Veg,A,Yes,Yes,Moderate,Yes
280,Kabuli Chana Masala,Kabuli Chana Masala,Sabzi,"Lunch,Dinner",1 Bowl (220g),265,13.0,35.0,8.0,10.0,5.0,490,Veg,A,Yes,Yes,Moderate,Yes
281,Gatte Ki Sabzi,Gatte Ki Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (220g),270,10.0,24.0,14.0,5.0,3.0,420,Veg,B,Moderate,Moderate,Moderate,Yes
282,Papad Ki Sabzi,Papad Ki Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),210,5.0,14.0,15.0,2.0,2.0,650,Veg,C,Moderate,No,Yes,Moderate
283,Chana Dal Lauki,Chana Dal Lauki,Sabzi,"Lunch,Dinner",1 Bowl (220g),180,9.0,20.0,6.0,7.0,3.0,280,Veg,A,Yes,Yes,Moderate,Yes
284,Palak Chana,Palak Chana,Sabzi,"Lunch,Dinner",1 Bowl (220g),190,10.0,18.0,7.0,8.0,3.0,260,Veg,A,Yes,Yes,Moderate,Yes
285,Soya Chunks Curry,Soya Chunks Curry,Sabzi,"Lunch,Dinner",1 Bowl (220g),220,22.0,15.0,7.0,5.0,2.0,320,Veg,A,Yes,Yes,Moderate,Yes
286,Paneer Capsicum,Paneer Capsicum,Sabzi,"Lunch,Dinner",1 Bowl (220g),290,19.0,12.0,18.0,3.0,3.0,420,Veg,A,Yes,Yes,Yes,Yes
287,Paneer Matar,Paneer Matar,Sabzi,"Lunch,Dinner",1 Bowl (220g),300,17.0,18.0,18.0,5.0,4.0,470,Veg,B,Moderate,Yes,Yes,Moderate
288,Cabbage Carrot Sabzi,Cabbage Carrot Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),105,3.0,12.0,4.0,5.0,3.0,180,Veg,A,Yes,No,Moderate,Yes
289,Cabbage Peas,Cabbage Peas,Sabzi,"Lunch,Dinner",1 Bowl (180g),120,4.0,14.0,4.0,5.0,4.0,190,Veg,A,Yes,No,Moderate,Yes
290,Beans Poriyal,Beans Poriyal,Sabzi,"Lunch,Dinner",1 Bowl (180g),130,4.0,13.0,6.0,5.0,2.0,180,Veg,A,Yes,No,Moderate,Yes
291,Carrot Poriyal,Carrot Poriyal,Sabzi,"Lunch,Dinner",1 Bowl (180g),125,3.0,15.0,6.0,4.0,4.0,170,Veg,A,Yes,No,Moderate,Yes
292,Coconut Vegetable Curry,Coconut Vegetable Curry,Sabzi,"Lunch,Dinner",1 Bowl (220g),220,6.0,16.0,14.0,5.0,3.0,320,Veg,B,Moderate,No,Moderate,Yes
293,Vegetable Stew,Vegetable Stew,Sabzi,"Lunch,Dinner",1 Bowl (220g),180,5.0,18.0,9.0,4.0,3.0,260,Veg,A,Yes,No,Moderate,Yes
294,Drumstick Aloo,Drumstick Aloo,Sabzi,"Lunch,Dinner",1 Bowl (200g),170,4.0,20.0,7.0,5.0,3.0,290,Veg,A,Yes,No,Moderate,Yes
295,Raw Banana Sabzi,Raw Banana Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (200g),165,2.0,30.0,5.0,4.0,8.0,240,Veg,B,Moderate,No,Moderate,Yes
296,Raw Papaya Sabzi,Raw Papaya Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (200g),110,2.0,18.0,3.0,5.0,5.0,180,Veg,A,Yes,No,Moderate,Yes
297,Turai Chana,Turai Chana,Sabzi,"Lunch,Dinner",1 Bowl (200g),150,7.0,16.0,5.0,5.0,3.0,250,Veg,A,Yes,Yes,Moderate,Yes
298,Mooli Sabzi,Mooli Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),95,2.0,12.0,3.0,4.0,3.0,170,Veg,A,Yes,No,Moderate,Yes
299,Mooli Patta Sabzi,Mooli Patta Sabzi,Sabzi,"Lunch,Dinner",1 Bowl (180g),90,3.0,10.0,3.0,5.0,2.0,160,Veg,A,Yes,No,Moderate,Yes
300,Hara Chana Curry,Hara Chana Curry,Sabzi,"Lunch,Dinner",1 Bowl (220g),210,11.0,24.0,7.0,8.0,4.0,300,Veg,A,Yes,Yes,Moderate,Yes
301,Patta Gobhi Aloo,Patta Gobhi Aloo,Sabzi,"Lunch,Dinner",1 Bowl (200g),165,4.0,20.0,7.0,5.0,3.0,310,Veg,A,Yes,No,Moderate,Yes
302,Patta Gobhi Matar,Patta Gobhi Matar,Sabzi,"Lunch,Dinner",1 Bowl (200g),145,5.0,17.0,5.0,5.0,3.0,250,Veg,A,Yes,No,Moderate,Yes
303,Patta Gobhi Gajar,Patta Gobhi Gajar,Sabzi,"Lunch,Dinner",1 Bowl (200g),140,4.0,16.0,5.0,5.0,4.0,230,Veg,A,Yes,No,Moderate,Yes
304,Aloo Tamatar Pyaz,Aloo Tamatar Pyaz,Sabzi,"Lunch,Dinner",1 Bowl (200g),180,4.0,22.0,8.0,4.0,4.0,340,Veg,B,Moderate,No,Moderate,Yes
305,Bhindi Pyaz,Bhindi Pyaz,Sabzi,"Lunch,Dinner",1 Bowl (180g),155,4.0,15.0,8.0,5.0,3.0,310,Veg,A,Yes,No,Moderate,Yes
306,Baingan Tamatar,Baingan Tamatar,Sabzi,"Lunch,Dinner",1 Bowl (180g),135,3.0,14.0,7.0,5.0,4.0,260,Veg,A,Yes,No,Moderate,Yes
307,Baingan Masala,Baingan Masala,Sabzi,"Lunch,Dinner",1 Bowl (200g),170,4.0,16.0,9.0,5.0,4.0,320,Veg,B,Moderate,No,Moderate,Yes
308,Lauki Tamatar,Lauki Tamatar,Sabzi,"Lunch,Dinner",1 Bowl (180g),100,3.0,12.0,4.0,3.0,3.0,210,Veg,A,Yes,No,Moderate,Yes
309,Lauki Mung Dal,Lauki Mung Dal,Sabzi,"Lunch,Dinner",1 Bowl (220g),165,9.0,18.0,5.0,7.0,3.0,260,Veg,A,Yes,Yes,Moderate,Yes
310,Turai Pyaz,Turai Pyaz,Sabzi,"Lunch,Dinner",1 Bowl (180g),95,2.0,11.0,4.0,3.0,3.0,190,Veg,A,Yes,No,Moderate,Yes
311,Turai Tamatar,Turai Tamatar,Sabzi,"Lunch,Dinner",1 Bowl (180g),100,2.0,12.0,4.0,3.0,3.0,200,Veg,A,Yes,No,Moderate,Yes
312,Parwal Aloo,Parwal Aloo,Sabzi,"Lunch,Dinner",1 Bowl (200g),170,4.0,21.0,7.0,5.0,3.0,290,Veg,B,Moderate,No,Moderate,Yes
313,Arbi Fry,Arbi Fry,Sabzi,"Lunch,Dinner",1 Bowl (180g),230,3.0,30.0,10.0,5.0,2.0,330,Veg,C,Moderate,No,Yes,Moderate
314,Methi Matar,Methi Matar,Sabzi,"Lunch,Dinner",1 Bowl (180g),150,6.0,16.0,6.0,5.0,3.0,220,Veg,A,Yes,No,Moderate,Yes
315,Palak Aloo Matar,Palak Aloo Matar,Sabzi,"Lunch,Dinner",1 Bowl (220g),185,6.0,20.0,8.0,5.0,3.0,300,Veg,A,Yes,No,Moderate,Yes
